id,product name,product price,currency,product url,site name,time stamp
7820a077e33f,Buy From CompuMe online in Egypt stereo | plg088 | passion4 | music |  ... for the best price,169.0,EGP,https://compume.com.eg/en/communication/-mobiles-accessories/wired-headset,compume.com.eg,2025-10-16T07:00:53.028076Z
